id,uuid,source,sourceId,name,normalizedName,brand,category,subcategory,foodType,barcode,nutritionBasis,servingUnit,servingQuantity,servingDescription,servingWeightG,servingVolumeMl,caloriesKcalPer100g,proteinGPer100g,carbohydratesGPer100g,fatGPer100g,fiberGPer100g,sugarsGPer100g,addedSugarsGPer100g,saturatedFatGPer100g,transFatGPer100g,cholesterolMgPer100g,sodiumMgPer100g,potassiumMgPer100g,calciumMgPer100g,ironMgPer100g,magnesiumMgPer100g,vitaminCMgPer100g,folateMcgPer100g,vitaminAMcgPer100g,vitaminDMcgPer100g,vitaminEMgPer100g,vitaminKMcgPer100g,carotenoidsMcgPer100g,mufaMgPer100g,pufaMgPer100g,qualityScore,needsReview,notes
736891603946526730,indian-food-a39f7027333580a40270bbf8596f8de5,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0707,Jam filling,jam filling,,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,184.62,0.0,46.15,0.0,0.0,41.54,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
981636026012158253,indian-food-d9f78c3c52e492d32462e365185e2e19,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0364,Jam tart,jam tart,,,,INDIAN_RECIPE,,PER_100_G,tart,1,1 tart,,,360.72,4.42,46.18,17.35,1.14,14.74,,10.84,,44.15,70.34,67.25,12.23,0.74,13.27,0.0,2.44,,,,,237.93,4354.67,728.7,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
759797854085008704,indian-food-a8b581f69d74d407697016ce35b0aa9a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0600,Jellied sunshine fruit salad,jellied sunshine fruit salad,,,,INDIAN_RECIPE,,PER_100_G,small mould,1,1 small mould,,,48.86,5.85,4.21,0.85,1.8,2.86,,0.11,,0.0,74.2,144.01,37.14,0.87,17.23,28.75,37.7,,,,,3359.82,128.81,563.9,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
930045671820539645,indian-food-ce82f9c65c0b6fd3f3037291ef35c3aa,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0730,Jelly biscuit,jelly biscuit,,,,INDIAN_RECIPE,,PER_100_G,biscuit,1,1 biscuit,,,404.61,4.23,55.24,19.33,2.02,29.76,,11.38,,44.67,110.57,118.08,36.46,1.19,29.4,0.03,1.69,,,,,178.99,5122.32,1318.31,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
222640645861193097,indian-food-316fa7ce11eb589e44d5ccefa0920612,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:1011,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),jhatpat achar with carrot (jhatpat achaar gajar ke saath),,,,INDIAN_RECIPE,,PER_100_G,,,,,,91.21,1.98,6.32,6.55,5.08,3.04,,0.72,,0.0,2067.33,341.4,54.31,2.32,36.57,,,,,,,8113.88,3409.14,1643.32,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
981019467588366269,indian-food-d9d48021358efbd70f7a9efbfff78eaa,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0927,Jowar dosa,jowar dosa,,,,INDIAN_RECIPE,,PER_100_G,dosa,1,1 dosa,,,294.35,8.5,40.53,10.28,5.56,0.59,,1.25,,0.0,97.25,339.77,19.46,2.03,71.56,0.0,9.63,,,,,116.34,2060.99,6285.96,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
203977383537203082,indian-food-2d4ac597ff2d78ac711877a863693de9,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0524,Kabuli channa curry,kabuli channa curry,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,68.57,2.92,7.63,3.06,1.12,1.24,,0.39,,0.15,122.05,190.0,32.03,0.95,23.41,16.22,93.09,,,,,948.3,628.63,1791.7,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
202825726464084778,indian-food-2d094ec7133cb2a84b7bafa1844b9a5c,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0209,Kadhai Paneer,kadhai paneer,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,107.99,4.33,7.34,6.81,2.07,5.54,,1.95,,0.0,144.33,290.81,91.53,0.65,22.4,85.83,117.12,,,,,2379.68,1574.98,2863.85,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
614037482562278557,indian-food-8857fd64ae6549d7ba125c82d1bcd28a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0873,Kale salad,kale salad,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,177.71,4.86,5.01,15.33,1.36,3.31,,2.99,,6.12,292.04,336.77,109.11,1.3,32.2,30.49,35.39,,,,,1605.04,8729.32,2235.26,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
498901509099364882,indian-food-6ec74477bc622121b625ca5645e2430f,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0493,Kashmiri 'tahar',kashmiri 'tahar',,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,98.21,1.95,19.11,1.37,0.98,0.17,,0.76,,3.02,61.29,40.82,3.93,0.32,7.58,0.02,7.94,,,,,40.06,346.3,118.32,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
774429032809759816,indian-food-abf531a2c600448336aeace2cc97ae91,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0992,Kashmiri masala,kashmiri masala,,,,INDIAN_RECIPE,,PER_100_G,,,,,,389.02,8.26,23.16,31.03,12.12,2.41,,3.48,,0.0,3106.14,1020.75,303.49,14.72,183.44,,,,,,,8177.55,17010.94,6389.69,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
703242972934197480,indian-food-9c26bc2088850e84fb3399ba625bfff4,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0214,Kashmiri mutton koftas (Gushtaba),kashmiri mutton koftas (gushtaba),,,,INDIAN_RECIPE,,PER_100_G,gushtaba,1,1 gushtaba,,,97.42,6.33,3.04,6.77,0.62,2.13,,2.9,,25.31,130.11,171.55,52.53,0.85,15.88,3.22,22.46,,,,,49.88,2194.37,1102.68,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1009053403084573793,indian-food-e00e0b952414c61e83de535dc8906f86,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0434,Kashmiri tea (Kehwa),kashmiri tea (kehwa),,,,INDIAN_RECIPE,,PER_100_G,tea cup,1,1 tea cup,,,24.9,0.17,5.23,0.51,0.16,5.14,,0.04,,0.0,0.29,8.81,3.19,0.07,3.47,0.06,0.82,,,,,0.81,330.29,114.39,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
309298283331032822,indian-food-44ad926639596f66d66a7b4cb5cb2bee,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0213,Keema kofta curry,keema kofta curry,,,,INDIAN_RECIPE,,PER_100_G,kofta,1,1 kofta,,,154.45,9.77,5.64,10.39,1.51,2.14,,3.27,,57.79,311.51,251.56,49.89,1.25,22.07,2.43,6.6,,,,,1054.57,3229.65,2994.87,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
777779490154109460,indian-food-acb3a5350385a14f06ec8b03c57036d4,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0062,Keema pancake,keema pancake,,,,INDIAN_RECIPE,,PER_100_G,pancake,1,1 pancake,,,176.27,9.01,9.56,11.25,0.84,2.2,,4.77,,46.43,125.4,198.42,40.96,0.93,16.95,4.64,12.23,,,,,770.6,3416.92,2148.88,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
473408216976660569,indian-food-691e243dea51859f5aa5d57e12828af1,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0094,Keema parantha/paratha,keema parantha/paratha,,,,INDIAN_RECIPE,,PER_100_G,parantha,1,1 parantha,,,238.09,9.41,18.36,13.91,3.44,0.99,,3.21,,25.66,140.62,213.77,19.35,1.8,43.62,1.8,11.49,,,,,220.31,3659.35,6122.01,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
434994367546055430,indian-food-609691294e0db0683a9a884206ee75c0,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0798,Kesari bath,kesari bath,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,244.57,2.4,31.38,12.59,1.65,20.16,,6.87,,27.84,1.7,65.68,7.7,0.69,16.01,0.0,8.55,,,,,254.83,3797.93,802.88,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
803822035488810456,indian-food-b27bfe1e7f125d88c0749c37f306d8bc,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0883,Khakhra,khakhra,,,,INDIAN_RECIPE,,PER_100_G,khakhra,1,1 khakhra,,,178.5,4.78,27.66,5.32,5.43,0.88,,0.66,,0.0,184.16,166.32,21.27,2.14,57.11,0.56,10.5,,,,,515.69,1021.5,3255.78,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
751490265882262770,indian-food-a6dd46a4e137cf2eac665de0ced15cab,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0889,Khakhra chaat,khakhra chaat,,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,358.66,4.52,16.64,30.65,3.04,3.26,,3.7,,0.06,102.78,173.44,24.49,1.26,27.23,46.67,312.97,,,,,744.35,6261.69,19256.31,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
785997462976647361,indian-food-ae86c873714d0c1579358f8f80d9bcd7,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0676,Khaman (dhokla),khaman (dhokla),,,,INDIAN_RECIPE,,PER_100_G,dhokla,1,1 dhokla,,,54.73,1.92,5.36,2.8,1.49,1.36,,0.55,,0.0,124.1,92.49,5.31,0.58,11.46,2.6,19.33,,,,,152.88,502.39,1432.69,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
806938785370302996,indian-food-b32d28cc97b6a14645aeeadfcc7e82c2,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0341,Khasta kachori,khasta kachori,,,,INDIAN_RECIPE,,PER_100_G,kachori,1,1 kachori,,,712.73,2.51,12.81,72.27,0.97,0.34,,8.69,,0.0,90.56,78.13,7.84,0.59,12.9,0.86,6.38,,,,,76.1,14816.95,45749.29,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
173878181443133808,indian-food-269bd48e71be170d6df8a69ea32a1c67,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0154,Khatta channa,khatta channa,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,202.57,6.3,21.14,10.56,5.26,4.75,,1.25,,0.0,513.32,344.78,40.77,1.94,38.76,20.89,244.23,,,,,2188.99,2209.05,6291.16,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
689074057478265960,indian-food-990153453eddc685da557e980924c025,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0065,Khoa and coconut pancake,khoa and coconut pancake,,,,INDIAN_RECIPE,,PER_100_G,pancake,1,1 pancake,,,271.98,6.98,27.32,15.29,1.65,16.47,,7.0,,21.35,101.0,205.43,157.22,1.12,22.61,0.73,19.12,,,,,171.62,2755.89,3040.07,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
161071175519389618,indian-food-23c3d61786347b2aaca0f3210fcf243b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0655,Khoa coconut burfi,khoa coconut burfi,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,411.45,9.98,36.55,26.01,4.07,35.6,,17.17,,0.0,31.14,459.51,309.84,2.1,54.94,0.0,26.6,,,,,140.13,3745.23,627.03,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
383871332258281776,indian-food-553c8f15eb5f9301242e9461fb42d0f6,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0659,Khoa ladoo,khoa ladoo,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,396.02,12.21,34.43,24.09,3.08,33.37,,12.45,,0.0,31.71,479.67,358.61,2.25,69.26,0.02,27.31,,,,,154.57,6739.89,1939.94,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
34906153871736775,indian-food-07c02f645ffffc7f46e61685235f8448,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0151,Kidney bean curry (Rajmah curry),kidney bean curry (rajmah curry),,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,143.73,5.95,16.38,5.77,5.83,2.49,,0.72,,0.0,354.6,485.9,47.87,2.27,58.61,16.33,112.28,,,,,2790.14,1085.92,3529.48,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
927049697826921554,indian-food-cdd8ac9d81b5c52240d4b091c102490f,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0814,Kidney bean sandwich with cottage cheese,kidney bean sandwich with cottage cheese,,,,INDIAN_RECIPE,,PER_100_G,triangle,1,1 triangle,,,176.64,9.85,18.86,6.84,3.66,3.69,,3.18,,2.67,97.97,296.76,166.63,1.64,43.64,5.33,213.8,,,,,124.89,2410.18,449.02,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
477437702088605568,indian-food-6a0330f7b5ebf80dadb76219d261056b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0802,Kiwi granola pudding,kiwi granola pudding,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,280.99,5.6,32.33,15.36,3.71,15.08,,5.67,,20.27,59.21,274.53,62.2,1.45,36.13,65.34,207.15,,,,,22.35,3679.38,1527.59,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
756522675262156600,indian-food-a7fb55d6b876f380bfae173c4ab7ea4e,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0297,Kulfi,kulfi,,,,INDIAN_RECIPE,,PER_100_G,kulfi,1,1 kulfi,,,98.43,3.21,11.3,4.7,0.12,10.39,,2.55,,0.0,23.97,114.04,111.86,0.2,10.63,5.04,18.69,,,,,185.96,1467.59,256.8,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
21992169757908212,indian-food-04e21c30a429cf4774a621969ee919e2,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0513,Lasagne with meat sauce,lasagne with meat sauce,,,,INDIAN_RECIPE,,PER_100_G,dish,1,1 dish,,,63.38,2.9,5.38,3.43,0.47,1.04,,1.5,,8.8,37.08,88.89,24.61,0.49,8.28,80.17,112.65,,,,,1063.57,1423.05,225.54,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
983693403053163210,indian-food-da6c7f030e102cadfdaef08a72999a7b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0514,Lasagne with vegetables,lasagne with vegetables,,,,INDIAN_RECIPE,,PER_100_G,dish,1,1 dish,,,49.23,1.71,5.9,2.16,0.66,1.37,,1.06,,2.81,40.78,126.45,32.89,0.57,13.26,179.9,286.76,,,,,1393.17,740.19,166.21,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
225250958867141879,indian-food-320408dbc9794f777a666aeda780b247,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0021,Lassi (salted),lassi (salted),,,,INDIAN_RECIPE,,PER_100_G,tall glass,1,1 tall glass,,,18.84,1.35,1.86,0.72,0.02,1.84,,0.45,,2.6,65.4,67.37,47.78,0.04,4.84,1.02,18.07,,,,,5.29,191.6,26.17,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
153217095392577874,indian-food-2205622f0644952361ba3051d532b29b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0009,Lem-o-gin,lem-o-gin,,,,INDIAN_RECIPE,,PER_100_G,glass,1,1 glass,,,21.52,0.08,5.55,0.03,0.13,5.38,,0.01,,0.0,28.13,14.17,2.2,0.09,1.86,5.68,2.92,,,,,59.48,1.47,13.2,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
86399805147146166,indian-food-132f42a3e7567b60004ebe685eb389ce,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0974,Lemon and ginger squash (Nimbu aur adrak ka squash),lemon and ginger squash (nimbu aur adrak ka squash),,,,INDIAN_RECIPE,,PER_100_G,,,,,,170.34,0.54,44.06,0.21,1.07,42.53,,0.07,,0.0,16.19,101.4,11.18,0.52,12.95,,,,,,,66.58,13.59,96.17,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1132453740923955199,indian-food-fb748ad6855a7ffe1b4e7b5fab6a3c2a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0851,Lemon butter fish,lemon butter fish,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,160.25,16.38,0.75,10.26,0.36,0.23,,5.16,,46.11,187.72,240.34,18.66,0.4,29.57,8.7,19.1,,,,,126.15,3187.7,1093.09,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
24350946801049783,indian-food-056830e9e0560b760112cc622ba55277,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0712,Lemon cake,lemon cake,,,,INDIAN_RECIPE,,PER_100_G,piece,1,1 piece,,,373.85,5.29,43.1,20.63,0.62,25.84,,12.39,,123.01,151.29,80.6,32.77,0.91,10.65,2.44,9.0,,,,,230.98,5440.97,976.07,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
64933991491278345,indian-food-0e6b11f08af9609bbbfcc7c02d2b95a5,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0850,Lemon chicken,lemon chicken,,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,169.79,20.2,0.55,9.66,0.16,0.16,,1.59,,60.15,79.93,282.83,17.4,0.95,19.91,8.94,31.21,,,,,20.44,1248.12,404.48,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
958992943833014749,indian-food-d4f07005f45e1dd1c9cf658af757af2d,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0739,Lemon chiffon pie,lemon chiffon pie,,,,INDIAN_RECIPE,,PER_100_G,pie,1,1 pie,,,259.31,4.88,27.63,14.52,0.66,11.39,,8.85,,70.3,94.95,78.6,34.43,0.61,10.86,7.18,51.7,,,,,183.88,3813.59,648.38,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
87390586735720669,indian-food-13679468f1878dd92da1af1d28f4eb04,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0817,Lemon cookies,lemon cookies,,,,INDIAN_RECIPE,,PER_100_G,cookie,1,1 cookie,,,394.48,5.63,42.19,23.02,0.78,23.47,,14.32,,82.16,84.71,79.05,72.04,0.69,12.5,1.5,10.76,,,,,244.66,5857.16,945.65,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
882149280988681705,indian-food-c3e0618e43255e94ce47773d5e641a7f,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0916,Lemon coriander soup,lemon coriander soup,,,,INDIAN_RECIPE,,PER_100_G,bowl,1,1 bowl,,,108.06,2.27,10.32,6.26,6.77,2.2,,0.68,,0.0,219.17,368.81,102.57,3.47,54.52,8.6,12.47,,,,,2068.8,1988.96,2993.29,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1130399286127265994,indian-food-faffc295ff888caef0a0b5deb365c059,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0706,Lemon curd filling,lemon curd filling,,,,INDIAN_RECIPE,,PER_100_G,tablespoon,1,1 tablespoon,,,225.62,3.43,26.41,12.58,0.0,26.13,,7.26,,118.13,34.9,47.38,16.39,0.6,3.7,0.64,3.21,,,,,110.05,3484.0,649.25,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
665698068667736173,indian-food-93d08ddce9aa06d21481fb31ef12eafd,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:1008,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),lemon green chilli pickle (nimboo aur hari mirch ka achaar),,,,INDIAN_RECIPE,,PER_100_G,,,,,,14.07,0.85,2.14,0.24,1.07,1.0,,0.09,,0.0,7559.38,138.0,20.05,0.55,23.19,,,,,,,218.43,5.16,130.29,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
262462620564754447,indian-food-3a4745ce194900f919df2c05d1f4a37f,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0371,Lemon meringue pie,lemon meringue pie,,,,INDIAN_RECIPE,,PER_100_G,slice,1,1 slice,,,224.43,3.88,35.11,8.16,0.44,21.17,,4.65,,75.3,85.12,58.11,16.79,0.67,8.08,5.1,17.48,,,,,113.48,2230.14,476.89,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1005714143612757504,indian-food-df503af639fe600478895adf9d1ecf12,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0114,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)","lemon rice (pulihora, elumichai sadam, chitranna)",,,,INDIAN_RECIPE,,PER_100_G,plate,1,1 plate,,,176.3,4.26,21.62,7.88,2.52,0.78,,1.23,,0.0,187.11,152.57,12.7,0.77,29.94,10.2,38.01,,,,,2148.06,2472.67,3775.38,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
681201326333205012,indian-food-9741cff449d9a148a61b251d32165930,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0285,Lemon souffle,lemon souffle,,,,INDIAN_RECIPE,,PER_100_G,souffle cup,1,1 souffle cup,,,168.51,6.95,13.43,10.02,0.0,11.67,,5.77,,100.42,50.73,88.44,59.81,0.56,7.4,12.9,32.11,,,,,100.53,2873.65,523.64,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
1067056013447453282,indian-food-ecef1ca6cfada627a765aa4d2159b05b,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0969,Lemon squash (Nimbu ka squash),lemon squash (nimbu ka squash),,,,INDIAN_RECIPE,,PER_100_G,,,,,,184.56,0.15,48.88,0.06,0.0,48.88,,0.03,,0.0,15.01,30.02,9.85,0.18,2.79,,,,,,,1.23,0.0,30.76,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
72221217626320344,indian-food-10094d095dcedd8916ee1aa2b540e0f0,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0363,Lemon tart,lemon tart,,,,INDIAN_RECIPE,,PER_100_G,tart,1,1 tart,,,303.35,6.12,30.68,17.45,0.81,10.68,,10.29,,123.17,76.09,94.23,24.03,0.98,12.99,2.66,9.19,,,,,223.58,4656.57,896.97,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
721386195817039337,indian-food-a02e0ec4b8b85e9f9019237e34d4248a,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0008,Lemonade,lemonade,,,,INDIAN_RECIPE,,PER_100_G,glass,1,1 glass,,,20.8,0.03,5.48,0.01,0.02,5.47,,0.0,,0.0,28.52,5.73,1.84,0.05,0.73,5.27,2.11,,,,,53.7,0.04,5.3,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
755016771280663664,indian-food-a7a5bc0d3a57470c3170dd1122468527,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0070,Lentil soup,lentil soup,,,,INDIAN_RECIPE,,PER_100_G,soup bowl,1,1 soup bowl,,,31.17,9.65,3.94,11.68,2.57,1.06,,0.57,,2.19,10418.84,350.26,40.57,2.26,36.61,17.9,34.92,,,,,2080.89,231.83,109.95,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
698869127200619287,indian-food-9b2e1c4b747bb17155d35428694a9b7e,Anuvaad INDB + Indian_Food_Nutrition_Processed,INDB:0757,Lentils and semolina porridge (Dal suji porridge/daliya),lentils and semolina porridge (dal suji porridge/daliya),,,,INDIAN_RECIPE,,PER_100_G,,,,,,117.29,3.26,23.19,1.06,1.44,13.84,,0.57,,0.0,9.64,188.0,44.74,1.22,30.44,0.8,21.48,,,,,101.32,254.58,91.76,HIGH,0,"Nutrition values are per 100 g based on Anuvaad INDB documentation. The supplied CSVs do not contain serving weights/volumes, so none were invented."
